State,date,business_apps
SO,2006-08-01,100826
SO,2006-09-01,74746
SO,2006-10-01,73223
SO,2006-11-01,85961
SO,2006-12-01,76792
SO,2006-01-01,87583
SO,2006-02-01,91645
SO,2006-03-01,89958
SO,2006-04-01,90555
SO,2006-05-01,89422
SO,2006-06-01,87868
SO,2006-07-01,89894
SO,2006-08-01,89359
SO,2006-09-01,86001
SO,2006-10-01,83230
SO,2006-11-01,82483
SO,2006-12-01,102033
WE,2006-01-01,47617
WE,2006-02-01,57507
WE,2006-03-01,71223
WE,2006-04-01,56489
WE,2006-05-01,67358
WE,2006-06-01,48472
WE,2006-07-01,44919
WE,2006-08-01,58788
WE,2006-09-01,43380
WE,2006-10-01,43454
WE,2006-11-01,49867
WE,2006-12-01,47157
WE,2006-01-01,53544
WE,2006-02-01,53751
WE,2006-03-01,53596
WE,2006-04-01,54744
WE,2006-05-01,54511
WE,2006-06-01,53063
WE,2006-07-01,53148
WE,2006-08-01,52312
WE,2006-09-01,50869
WE,2006-10-01,50072
WE,2006-11-01,47985
WE,2006-12-01,60310
AL,2006-01-01,2480
AL,2006-02-01,3221
AL,2006-03-01,3997
AL,2006-04-01,2865
AL,2006-05-01,3524
AL,2006-06-01,2461
AL,2006-07-01,2432
AL,2006-08-01,3270
AL,2006-09-01,2399
AL,2006-10-01,2277
AL,2006-11-01,2640
AL,2006-12-01,2344
AL,2006-01-01,2820
AL,2006-02-01,2885
AL,2006-03-01,2931
AL,2006-04-01,2807
AL,2006-05-01,2892
AL,2006-06-01,2790
AL,2006-07-01,2926
AL,2006-08-01,2877
AL,2006-09-01,2649
AL,2006-10-01,2586
AL,2006-11-01,2566
AL,2006-12-01,3262
AK,2006-01-01,397
AK,2006-02-01,485
AK,2006-03-01,579
AK,2006-04-01,546
AK,2006-05-01,623
AK,2006-06-01,388
AK,2006-07-01,361
AK,2006-08-01,445
AK,2006-09-01,327
AK,2006-10-01,315
AK,2006-11-01,399
AK,2006-12-01,368
AK,2006-01-01,438
AK,2006-02-01,452
AK,2006-03-01,435
AK,2006-04-01,500
AK,2006-05-01,465
AK,2006-06-01,435
AK,2006-07-01,462
AK,2006-08-01,420
AK,2006-09-01,401
AK,2006-10-01,375
AK,2006-11-01,402
AK,2006-12-01,432
AZ,2006-01-01,4460
AZ,2006-02-01,5434
AZ,2006-03-01,6847
AZ,2006-04-01,5439
AZ,2006-05-01,6595
AZ,2006-06-01,4722
AZ,2006-07-01,4483
AZ,2006-08-01,5948
AZ,2006-09-01,4505
AZ,2006-10-01,4500
AZ,2006-11-01,5123
AZ,2006-12-01,5012
AZ,2006-01-01,5477
AZ,2006-02-01,5366
AZ,2006-03-01,5421
AZ,2006-04-01,5441
AZ,2006-05-01,5348
AZ,2006-06-01,5151
AZ,2006-07-01,5118
AZ,2006-08-01,4909
AZ,2006-09-01,4967
AZ,2006-10-01,5099
AZ,2006-11-01,4825
AZ,2006-12-01,6239
AR,2006-01-01,1574
AR,2006-02-01,1990
AR,2006-03-01,2382
AR,2006-04-01,1913
AR,2006-05-01,2110
AR,2006-06-01,1447
AR,2006-07-01,1487
AR,2006-08-01,1879
AR,2006-09-01,1416
AR,2006-10-01,1303
AR,2006-11-01,1458
AR,2006-12-01,1432
AR,2006-01-01,1728
AR,2006-02-01,1809
AR,2006-03-01,1729
AR,2006-04-01,1821
AR,2006-05-01,1735
AR,2006-06-01,1654
AR,2006-07-01,1768
AR,2006-08-01,1642
AR,2006-09-01,1590
AR,2006-10-01,1543
AR,2006-11-01,1427
AR,2006-12-01,1989
CA,2006-01-01,21627
CA,2006-02-01,26346
CA,2006-03-01,32128
CA,2006-04-01,25781
CA,2006-05-01,30798
CA,2006-06-01,21908
CA,2006-07-01,20350
CA,2006-08-01,26489
CA,2006-09-01,19146
CA,2006-10-01,19344
CA,2006-11-01,22139
CA,2006-12-01,20592
CA,2006-01-01,24007
CA,2006-02-01,24194
CA,2006-03-01,24065
CA,2006-04-01,24819
CA,2006-05-01,24827
CA,2006-06-01,23876
CA,2006-07-01,24025
CA,2006-08-01,23434
CA,2006-09-01,22565
CA,2006-10-01,22291
CA,2006-11-01,21770
CA,2006-12-01,27310
CO,2006-01-01,4542
CO,2006-02-01,5199
CO,2006-03-01,6776
CO,2006-04-01,5118
CO,2006-05-01,6252
CO,2006-06-01,4345
CO,2006-07-01,4099
CO,2006-08-01,5536
CO,2006-09-01,4182
CO,2006-10-01,4037
CO,2006-11-01,4715
CO,2006-12-01,4396
CO,2006-01-01,5050
CO,2006-02-01,4871
CO,2006-03-01,4857
CO,2006-04-01,4979
CO,2006-05-01,5154
CO,2006-06-01,4885
CO,2006-07-01,5088
CO,2006-08-01,5020
CO,2006-09-01,4864
CO,2006-10-01,4622
CO,2006-11-01,4401
CO,2006-12-01,5614
CT,2006-01-01,2099
CT,2006-02-01,2783
CT,2006-03-01,3409
CT,2006-04-01,2764
CT,2006-05-01,3277
CT,2006-06-01,2328
CT,2006-07-01,2085
CT,2006-08-01,2792
CT,2006-09-01,2208
CT,2006-10-01,2086
CT,2006-11-01,2452
CT,2006-12-01,2397
CT,2006-01-01,2450
CT,2006-02-01,2633
CT,2006-03-01,2555
CT,2006-04-01,2651
CT,2006-05-01,2589
CT,2006-06-01,2514
CT,2006-07-01,2456
CT,2006-08-01,2507
CT,2006-09-01,2596
CT,2006-10-01,2400
CT,2006-11-01,2334
CT,2006-12-01,3072
DE,2006-01-01,857
DE,2006-02-01,1089
DE,2006-03-01,1369
DE,2006-04-01,976
DE,2006-05-01,1262
DE,2006-06-01,876
DE,2006-07-01,812
DE,2006-08-01,1079
DE,2006-09-01,753
DE,2006-10-01,805
DE,2006-11-01,930
DE,2006-12-01,891
DE,2006-01-01,985
DE,2006-02-01,1044
DE,2006-03-01,1023
DE,2006-04-01,1000
DE,2006-05-01,995
DE,2006-06-01,983
DE,2006-07-01,941
DE,2006-08-01,929
DE,2006-09-01,913
DE,2006-10-01,906
DE,2006-11-01,908
DE,2006-12-01,1049
DC,2006-01-01,561
DC,2006-02-01,707
DC,2006-03-01,849
DC,2006-04-01,716
DC,2006-05-01,853
DC,2006-06-01,547
DC,2006-07-01,578
DC,2006-08-01,731
DC,2006-09-01,539
DC,2006-10-01,602
DC,2006-11-01,670
DC,2006-12-01,625
DC,2006-01-01,666
DC,2006-02-01,664
DC,2006-03-01,667
DC,2006-04-01,691
DC,2006-05-01,674
DC,2006-06-01,605
DC,2006-07-01,678
DC,2006-08-01,666
DC,2006-09-01,655
DC,2006-10-01,645
DC,2006-11-01,650
DC,2006-12-01,740
FL,2006-01-01,19389
FL,2006-02-01,26618
FL,2006-03-01,33801
FL,2006-04-01,25221
FL,2006-05-01,31736
FL,2006-06-01,22133
FL,2006-07-01,20740
FL,2006-08-01,26992
FL,2006-09-01,19787
FL,2006-10-01,20172
FL,2006-11-01,23609
FL,2006-12-01,20074
FL,2006-01-01,23827
FL,2006-02-01,24819
FL,2006-03-01,24858
FL,2006-04-01,24682
FL,2006-05-01,24352
FL,2006-06-01,23820
FL,2006-07-01,24179
FL,2006-08-01,24125
FL,2006-09-01,23124
FL,2006-10-01,22482
FL,2006-11-01,22803
FL,2006-12-01,27262
GA,2006-01-01,7226
GA,2006-02-01,10039
GA,2006-03-01,12354
GA,2006-04-01,9073
GA,2006-05-01,10834
GA,2006-06-01,7846
GA,2006-07-01,8392
GA,2006-08-01,10721
GA,2006-09-01,7754
GA,2006-10-01,7644
GA,2006-11-01,9437
GA,2006-12-01,8297
GA,2006-01-01,8432
GA,2006-02-01,9038
GA,2006-03-01,8905
GA,2006-04-01,8974
GA,2006-05-01,8878
GA,2006-06-01,8826
GA,2006-07-01,10067
GA,2006-08-01,9311
GA,2006-09-01,9054
GA,2006-10-01,8671
GA,2006-11-01,8996
GA,2006-12-01,11042
HI,2006-01-01,797
HI,2006-02-01,956
HI,2006-03-01,1151
HI,2006-04-01,887
HI,2006-05-01,1080
HI,2006-06-01,846
HI,2006-07-01,782
HI,2006-08-01,933
HI,2006-09-01,766
HI,2006-10-01,723
HI,2006-11-01,788
HI,2006-12-01,825
HI,2006-01-01,908
HI,2006-02-01,898
HI,2006-03-01,902
HI,2006-04-01,923
HI,2006-05-01,878
HI,2006-06-01,950
HI,2006-07-01,908
HI,2006-08-01,845
HI,2006-09-01,896
HI,2006-10-01,794
HI,2006-11-01,703
HI,2006-12-01,995
ID,2006-01-01,1342
ID,2006-02-01,1566
ID,2006-03-01,2095
ID,2006-04-01,1565
ID,2006-05-01,1849
ID,2006-06-01,1356
ID,2006-07-01,1139
ID,2006-08-01,1615
ID,2006-09-01,1099
ID,2006-10-01,1094
ID,2006-11-01,1182
ID,2006-12-01,1241
ID,2006-01-01,1482
ID,2006-02-01,1448
ID,2006-03-01,1489
ID,2006-04-01,1489
ID,2006-05-01,1481
ID,2006-06-01,1474
ID,2006-07-01,1395
ID,2006-08-01,1456
ID,2006-09-01,1335
ID,2006-10-01,1320
ID,2006-11-01,1133
ID,2006-12-01,1637
IL,2006-01-01,7025
IL,2006-02-01,8842
IL,2006-03-01,11330
IL,2006-04-01,8692
IL,2006-05-01,10452
IL,2006-06-01,7255
IL,2006-07-01,7004
IL,2006-08-01,9147
IL,2006-09-01,6738
IL,2006-10-01,6673
IL,2006-11-01,7872
IL,2006-12-01,7356
IL,2006-01-01,8186
IL,2006-02-01,8284
IL,2006-03-01,8340
IL,2006-04-01,8121
IL,2006-05-01,8252
IL,2006-06-01,8206
IL,2006-07-01,8345
IL,2006-08-01,8303
IL,2006-09-01,7992
IL,2006-10-01,7929
IL,2006-11-01,7658
IL,2006-12-01,8876
IN,2006-01-01,2998
IN,2006-02-01,3737
IN,2006-03-01,4710
IN,2006-04-01,3415
IN,2006-05-01,4015
IN,2006-06-01,2793
IN,2006-07-01,2761
IN,2006-08-01,3577
IN,2006-09-01,2817
IN,2006-10-01,2602
IN,2006-11-01,3078
IN,2006-12-01,2883
IN,2006-01-01,3321
IN,2006-02-01,3421
IN,2006-03-01,3441
IN,2006-04-01,3319
IN,2006-05-01,3329
IN,2006-06-01,3252
IN,2006-07-01,3325
IN,2006-08-01,3246
IN,2006-09-01,3171
IN,2006-10-01,3007
IN,2006-11-01,3000
IN,2006-12-01,3536
IA,2006-01-01,1538
IA,2006-02-01,1762
IA,2006-03-01,2220
IA,2006-04-01,1726
IA,2006-05-01,1800
IA,2006-06-01,1295
IA,2006-07-01,1225
IA,2006-08-01,1595
IA,2006-09-01,1229
IA,2006-10-01,1301
IA,2006-11-01,1377
IA,2006-12-01,1576
IA,2006-01-01,1516
IA,2006-02-01,1554
IA,2006-03-01,1621
IA,2006-04-01,1631
IA,2006-05-01,1497
IA,2006-06-01,1553
IA,2006-07-01,1581
IA,2006-08-01,1528
IA,2006-09-01,1460
IA,2006-10-01,1523
IA,2006-11-01,1335
IA,2006-12-01,1967
KS,2006-01-01,1571
KS,2006-02-01,1943
KS,2006-03-01,2182
KS,2006-04-01,1750
KS,2006-05-01,1926
KS,2006-06-01,1427
KS,2006-07-01,1417
KS,2006-08-01,1798
KS,2006-09-01,1336
KS,2006-10-01,1320
KS,2006-11-01,1493
KS,2006-12-01,1397
KS,2006-01-01,1653
KS,2006-02-01,1732
KS,2006-03-01,1614
KS,2006-04-01,1729
KS,2006-05-01,1677
KS,2006-06-01,1639
KS,2006-07-01,1728
KS,2006-08-01,1655
KS,2006-09-01,1567
KS,2006-10-01,1521
KS,2006-11-01,1372
KS,2006-12-01,1758
KY,2006-01-01,2044
KY,2006-02-01,2655
KY,2006-03-01,3120
KY,2006-04-01,2221
KY,2006-05-01,2421
KY,2006-06-01,1853
KY,2006-07-01,1828
KY,2006-08-01,2447
KY,2006-09-01,1851
KY,2006-10-01,1809
KY,2006-11-01,1883
KY,2006-12-01,1761
KY,2006-01-01,2348
KY,2006-02-01,2328
KY,2006-03-01,2207
KY,2006-04-01,2173
KY,2006-05-01,2080
KY,2006-06-01,2126
KY,2006-07-01,2171
KY,2006-08-01,2179
KY,2006-09-01,2140
KY,2006-10-01,2108
KY,2006-11-01,1851
KY,2006-12-01,2225
LA,2006-01-01,2843
LA,2006-02-01,3750
LA,2006-03-01,4517
LA,2006-04-01,3495
LA,2006-05-01,4284
LA,2006-06-01,3114
LA,2006-07-01,2979
LA,2006-08-01,4085
LA,2006-09-01,3001
LA,2006-10-01,2879
LA,2006-11-01,3217
LA,2006-12-01,2959
LA,2006-01-01,3414
LA,2006-02-01,3526
LA,2006-03-01,3370
LA,2006-04-01,3560
LA,2006-05-01,3442
LA,2006-06-01,3391
LA,2006-07-01,3435
LA,2006-08-01,3459
LA,2006-09-01,3294
LA,2006-10-01,3327
LA,2006-11-01,3046
LA,2006-12-01,4035
ME,2006-01-01,743
ME,2006-02-01,845
ME,2006-03-01,1036
ME,2006-04-01,814
ME,2006-05-01,976
ME,2006-06-01,737
ME,2006-07-01,682
ME,2006-08-01,796
ME,2006-09-01,586
ME,2006-10-01,603
ME,2006-11-01,735
ME,2006-12-01,696
ME,2006-01-01,806
ME,2006-02-01,775
ME,2006-03-01,801
ME,2006-04-01,758
ME,2006-05-01,760
ME,2006-06-01,761
ME,2006-07-01,784
ME,2006-08-01,776
ME,2006-09-01,750
ME,2006-10-01,694
ME,2006-11-01,736
ME,2006-12-01,891
MD,2006-01-01,4086
MD,2006-02-01,5386
MD,2006-03-01,6674
MD,2006-04-01,5014
MD,2006-05-01,6099
MD,2006-06-01,4268
MD,2006-07-01,4185
MD,2006-08-01,5638
MD,2006-09-01,4051
MD,2006-10-01,3916
MD,2006-11-01,4748
MD,2006-12-01,4295
MD,2006-01-01,4609
MD,2006-02-01,5160
MD,2006-03-01,4854
MD,2006-04-01,4789
MD,2006-05-01,4917
MD,2006-06-01,4820
MD,2006-07-01,4834
MD,2006-08-01,5047
MD,2006-09-01,4828
MD,2006-10-01,4505
MD,2006-11-01,4435
MD,2006-12-01,5696
MA,2006-01-01,3812
MA,2006-02-01,4640
MA,2006-03-01,5674
MA,2006-04-01,4430
MA,2006-05-01,5064
MA,2006-06-01,3487
MA,2006-07-01,3278
MA,2006-08-01,4405
MA,2006-09-01,3130
MA,2006-10-01,3207
MA,2006-11-01,3957
MA,2006-12-01,3428
MA,2006-01-01,4081
MA,2006-02-01,4348
MA,2006-03-01,4207
MA,2006-04-01,4188
MA,2006-05-01,4091
MA,2006-06-01,3900
MA,2006-07-01,3978
MA,2006-08-01,4066
MA,2006-09-01,3785
MA,2006-10-01,3691
MA,2006-11-01,3829
MA,2006-12-01,4264
MI,2006-01-01,5343
MI,2006-02-01,7032
MI,2006-03-01,8645
MI,2006-04-01,6826
MI,2006-05-01,8367
MI,2006-06-01,5823
MI,2006-07-01,5467
MI,2006-08-01,7181
MI,2006-09-01,5436
MI,2006-10-01,5648
MI,2006-11-01,6324
MI,2006-12-01,6250
MI,2006-01-01,6434
MI,2006-02-01,6533
MI,2006-03-01,6361
MI,2006-04-01,6488
MI,2006-05-01,6646
MI,2006-06-01,6565
MI,2006-07-01,6639
MI,2006-08-01,6607
MI,2006-09-01,6468
MI,2006-10-01,6540
MI,2006-11-01,5992
MI,2006-12-01,7322
MN,2006-01-01,3252
MN,2006-02-01,3792
MN,2006-03-01,4749
MN,2006-04-01,3688
MN,2006-05-01,4408
MN,2006-06-01,3047
MN,2006-07-01,2608
MN,2006-08-01,3431
MN,2006-09-01,2532
MN,2006-10-01,2552
MN,2006-11-01,3048
MN,2006-12-01,3005
MN,2006-01-01,3466
MN,2006-02-01,3490
MN,2006-03-01,3491
MN,2006-04-01,3436
MN,2006-05-01,3490
MN,2006-06-01,3472
MN,2006-07-01,3288
MN,2006-08-01,3200
MN,2006-09-01,3101
MN,2006-10-01,2995
MN,2006-11-01,2966
MN,2006-12-01,3655
MS,2006-01-01,1636
MS,2006-02-01,2120
MS,2006-03-01,2485
MS,2006-04-01,1946
MS,2006-05-01,2345
MS,2006-06-01,1593
MS,2006-07-01,1643
MS,2006-08-01,2135
MS,2006-09-01,1585
MS,2006-10-01,1541
MS,2006-11-01,1710
MS,2006-12-01,1623
MS,2006-01-01,1919
MS,2006-02-01,1911
MS,2006-03-01,1828
MS,2006-04-01,1941
MS,2006-05-01,1932
MS,2006-06-01,1810
MS,2006-07-01,1994
MS,2006-08-01,1853
MS,2006-09-01,1766
MS,2006-10-01,1772
MS,2006-11-01,1544
MS,2006-12-01,2232
MO,2006-01-01,3609
MO,2006-02-01,4533
MO,2006-03-01,5590
MO,2006-04-01,4194
MO,2006-05-01,4991
MO,2006-06-01,3471
MO,2006-07-01,3431
MO,2006-08-01,4217
MO,2006-09-01,3329
MO,2006-10-01,3184
MO,2006-11-01,3531
MO,2006-12-01,3304
MO,2006-01-01,4014
MO,2006-02-01,4171
MO,2006-03-01,4076
MO,2006-04-01,4107
MO,2006-05-01,4143
MO,2006-06-01,3933
MO,2006-07-01,4092
MO,2006-08-01,3843
MO,2006-09-01,3798
MO,2006-10-01,3687
MO,2006-11-01,3310
MO,2006-12-01,4263
MT,2006-01-01,958
MT,2006-02-01,1079
MT,2006-03-01,1342
MT,2006-04-01,1084
MT,2006-05-01,1200
MT,2006-06-01,930
MT,2006-07-01,774
MT,2006-08-01,1062
MT,2006-09-01,757
MT,2006-10-01,749
MT,2006-11-01,759
MT,2006-12-01,802
MT,2006-01-01,1054
MT,2006-02-01,1026
MT,2006-03-01,1013
MT,2006-04-01,1020
MT,2006-05-01,938
MT,2006-06-01,961
MT,2006-07-01,925
MT,2006-08-01,975
MT,2006-09-01,904
MT,2006-10-01,892
MT,2006-11-01,725
MT,2006-12-01,1089
NE,2006-01-01,887
NE,2006-02-01,1112
NE,2006-03-01,1322
NE,2006-04-01,928
NE,2006-05-01,1187
NE,2006-06-01,822
NE,2006-07-01,733
NE,2006-08-01,1037
NE,2006-09-01,747
NE,2006-10-01,774
NE,2006-11-01,833
NE,2006-12-01,825
NE,2006-01-01,909
NE,2006-02-01,991
NE,2006-03-01,950
NE,2006-04-01,873
NE,2006-05-01,989
NE,2006-06-01,975
NE,2006-07-01,925
NE,2006-08-01,964
NE,2006-09-01,878
NE,2006-10-01,914
NE,2006-11-01,808
NE,2006-12-01,1066
NV,2006-01-01,3104
NV,2006-02-01,3778
NV,2006-03-01,4851
NV,2006-04-01,3816
NV,2006-05-01,4552
NV,2006-06-01,3381
NV,2006-07-01,3250
NV,2006-08-01,4087
NV,2006-09-01,3112
NV,2006-10-01,3188
NV,2006-11-01,3711
NV,2006-12-01,3535
NV,2006-01-01,3466
NV,2006-02-01,3795
NV,2006-03-01,3821
NV,2006-04-01,3784
NV,2006-05-01,3745
NV,2006-06-01,3736
NV,2006-07-01,3657
NV,2006-08-01,3603
NV,2006-09-01,3603
NV,2006-10-01,3530
NV,2006-11-01,3511
NV,2006-12-01,4269
NH,2006-01-01,800
NH,2006-02-01,989
NH,2006-03-01,1227
NH,2006-04-01,969
NH,2006-05-01,1067
NH,2006-06-01,754
NH,2006-07-01,701
NH,2006-08-01,970
NH,2006-09-01,710
NH,2006-10-01,720
NH,2006-11-01,879
NH,2006-12-01,787
NH,2006-01-01,948
NH,2006-02-01,958
NH,2006-03-01,930
NH,2006-04-01,892
NH,2006-05-01,869
NH,2006-06-01,810
NH,2006-07-01,849
NH,2006-08-01,887
NH,2006-09-01,824
NH,2006-10-01,820
NH,2006-11-01,857
NH,2006-12-01,929
NJ,2006-01-01,6569
NJ,2006-02-01,8319
NJ,2006-03-01,10193
NJ,2006-04-01,7672
NJ,2006-05-01,9589
NJ,2006-06-01,6701
NJ,2006-07-01,5802
NJ,2006-08-01,8357
NJ,2006-09-01,6263
NJ,2006-10-01,6574
NJ,2006-11-01,7618
NJ,2006-12-01,6840
NJ,2006-01-01,7669
NJ,2006-02-01,7937
NJ,2006-03-01,7617
NJ,2006-04-01,7559
NJ,2006-05-01,7443
NJ,2006-06-01,7364
NJ,2006-07-01,7042
NJ,2006-08-01,7547
NJ,2006-09-01,7368
NJ,2006-10-01,7389
NJ,2006-11-01,7281
NJ,2006-12-01,8362
NM,2006-01-01,983
NM,2006-02-01,1228
NM,2006-03-01,1464
NM,2006-04-01,1167
NM,2006-05-01,1349
NM,2006-06-01,1010
NM,2006-07-01,894
NM,2006-08-01,1268
NM,2006-09-01,920
NM,2006-10-01,912
NM,2006-11-01,1103
NM,2006-12-01,981
NM,2006-01-01,1101
NM,2006-02-01,1093
NM,2006-03-01,1087
NM,2006-04-01,1137
NM,2006-05-01,1107
NM,2006-06-01,1118
NM,2006-07-01,1056
NM,2006-08-01,1101
NM,2006-09-01,1071
NM,2006-10-01,1076
NM,2006-11-01,1088
NM,2006-12-01,1299
NY,2006-01-01,12306
NY,2006-02-01,16480
NY,2006-03-01,20155
NY,2006-04-01,15137
NY,2006-05-01,19193
NY,2006-06-01,13830
NY,2006-07-01,12602
NY,2006-08-01,16320
NY,2006-09-01,12025
NY,2006-10-01,12207
NY,2006-11-01,15252
NY,2006-12-01,13622
NY,2006-01-01,14678
NY,2006-02-01,15492
NY,2006-03-01,15262
NY,2006-04-01,14825
NY,2006-05-01,14983
NY,2006-06-01,14764
NY,2006-07-01,14754
NY,2006-08-01,14737
NY,2006-09-01,14380
NY,2006-10-01,13974
NY,2006-11-01,14375
NY,2006-12-01,16936
NC,2006-01-01,5498
NC,2006-02-01,7437
NC,2006-03-01,9401
NC,2006-04-01,6521
NC,2006-05-01,7967
NC,2006-06-01,5451
NC,2006-07-01,5344
NC,2006-08-01,7169
NC,2006-09-01,5248
NC,2006-10-01,5172
NC,2006-11-01,6196
NC,2006-12-01,5612
NC,2006-01-01,6256
NC,2006-02-01,6778
NC,2006-03-01,6796
NC,2006-04-01,6488
NC,2006-05-01,6536
NC,2006-06-01,6166
NC,2006-07-01,6137
NC,2006-08-01,6312
NC,2006-09-01,6085
NC,2006-10-01,6017
NC,2006-11-01,6098
NC,2006-12-01,7266
ND,2006-01-01,404
ND,2006-02-01,495
ND,2006-03-01,612
ND,2006-04-01,411
ND,2006-05-01,448
ND,2006-06-01,347
ND,2006-07-01,269
ND,2006-08-01,328
ND,2006-09-01,301
ND,2006-10-01,242
ND,2006-11-01,284
ND,2006-12-01,338
ND,2006-01-01,381
ND,2006-02-01,405
ND,2006-03-01,408
ND,2006-04-01,372
ND,2006-05-01,363
ND,2006-06-01,406
ND,2006-07-01,374
ND,2006-08-01,339
ND,2006-09-01,401
ND,2006-10-01,323
ND,2006-11-01,305
ND,2006-12-01,387
OH,2006-01-01,4944
OH,2006-02-01,6378
OH,2006-03-01,7879
OH,2006-04-01,5806
OH,2006-05-01,6902
OH,2006-06-01,4834
OH,2006-07-01,4540
OH,2006-08-01,6012
OH,2006-09-01,4798
OH,2006-10-01,4537
OH,2006-11-01,5403
OH,2006-12-01,4889
OH,2006-01-01,5684
OH,2006-02-01,5997
OH,2006-03-01,5865
OH,2006-04-01,5606
OH,2006-05-01,5463
OH,2006-06-01,5446
OH,2006-07-01,5453
OH,2006-08-01,5528
OH,2006-09-01,5503
OH,2006-10-01,5138
OH,2006-11-01,5245
OH,2006-12-01,5964
OK,2006-01-01,2193
OK,2006-02-01,2589
OK,2006-03-01,3042
OK,2006-04-01,2378
OK,2006-05-01,2809
OK,2006-06-01,2139
OK,2006-07-01,1924
OK,2006-08-01,2685
OK,2006-09-01,2039
OK,2006-10-01,1940
OK,2006-11-01,2241
OK,2006-12-01,1877
OK,2006-01-01,2475
OK,2006-02-01,2429
OK,2006-03-01,2248
OK,2006-04-01,2326
OK,2006-05-01,2350
OK,2006-06-01,2366
OK,2006-07-01,2314
OK,2006-08-01,2334
OK,2006-09-01,2257
OK,2006-10-01,2195
OK,2006-11-01,2142
OK,2006-12-01,2514
OR,2006-01-01,2532
OR,2006-02-01,3022
OR,2006-03-01,3738
OR,2006-04-01,2844
OR,2006-05-01,3326
OR,2006-06-01,2518
OR,2006-07-01,2267
OR,2006-08-01,3019
OR,2006-09-01,2181
OR,2006-10-01,2205
OR,2006-11-01,2544
OR,2006-12-01,2525
OR,2006-01-01,2748
OR,2006-02-01,2721
OR,2006-03-01,2824
OR,2006-04-01,2758
OR,2006-05-01,2766
OR,2006-06-01,2798
OR,2006-07-01,2745
OR,2006-08-01,2789
OR,2006-09-01,2645
OR,2006-10-01,2606
OR,2006-11-01,2385
OR,2006-12-01,3013
PA,2006-01-01,5692
PA,2006-02-01,7183
PA,2006-03-01,9270
PA,2006-04-01,6745
PA,2006-05-01,8277
PA,2006-06-01,5911
PA,2006-07-01,5370
PA,2006-08-01,7043
PA,2006-09-01,5449
PA,2006-10-01,5248
PA,2006-11-01,6386
PA,2006-12-01,5805
PA,2006-01-01,6472
PA,2006-02-01,6886
PA,2006-03-01,6786
PA,2006-04-01,6535
PA,2006-05-01,6575
PA,2006-06-01,6563
PA,2006-07-01,6363
PA,2006-08-01,6535
PA,2006-09-01,6307
PA,2006-10-01,6050
PA,2006-11-01,6326
PA,2006-12-01,6917
RI,2006-01-01,550
RI,2006-02-01,698
RI,2006-03-01,836
RI,2006-04-01,700
RI,2006-05-01,803
RI,2006-06-01,557
RI,2006-07-01,509
RI,2006-08-01,630
RI,2006-09-01,468
RI,2006-10-01,484
RI,2006-11-01,556
RI,2006-12-01,522
RI,2006-01-01,603
RI,2006-02-01,659
RI,2006-03-01,615
RI,2006-04-01,639
RI,2006-05-01,622
RI,2006-06-01,606
RI,2006-07-01,622
RI,2006-08-01,592
RI,2006-09-01,564
RI,2006-10-01,553
RI,2006-11-01,568
RI,2006-12-01,669
SC,2006-01-01,2507
SC,2006-02-01,3279
SC,2006-03-01,3981
SC,2006-04-01,3049
SC,2006-05-01,3792
SC,2006-06-01,2710
SC,2006-07-01,2655
SC,2006-08-01,3528
SC,2006-09-01,2580
SC,2006-10-01,2407
SC,2006-11-01,3026
SC,2006-12-01,2679
SC,2006-01-01,2975
SC,2006-02-01,3029
SC,2006-03-01,2896
SC,2006-04-01,3017
SC,2006-05-01,3035
SC,2006-06-01,3022
SC,2006-07-01,3071
SC,2006-08-01,3140
SC,2006-09-01,2906
SC,2006-10-01,2816
SC,2006-11-01,2902
SC,2006-12-01,3508
SD,2006-01-01,475
SD,2006-02-01,556
SD,2006-03-01,678
SD,2006-04-01,539
SD,2006-05-01,565
SD,2006-06-01,432
SD,2006-07-01,382
SD,2006-08-01,548
SD,2006-09-01,425
SD,2006-10-01,423
SD,2006-11-01,399
SD,2006-12-01,387
SD,2006-01-01,466
SD,2006-02-01,491
SD,2006-03-01,510
SD,2006-04-01,498
SD,2006-05-01,474
SD,2006-06-01,476
SD,2006-07-01,493
SD,2006-08-01,548
SD,2006-09-01,518
SD,2006-10-01,489
SD,2006-11-01,395
SD,2006-12-01,478
TN,2006-01-01,2933
TN,2006-02-01,4045
TN,2006-03-01,4447
TN,2006-04-01,3523
TN,2006-05-01,4056
TN,2006-06-01,3109
TN,2006-07-01,2938
TN,2006-08-01,3818
TN,2006-09-01,2964
TN,2006-10-01,2703
TN,2006-11-01,3185
TN,2006-12-01,2899
TN,2006-01-01,3340
TN,2006-02-01,3462
TN,2006-03-01,3323
TN,2006-04-01,3451
TN,2006-05-01,3461
TN,2006-06-01,3560
TN,2006-07-01,3519
TN,2006-08-01,3366
TN,2006-09-01,3258
TN,2006-10-01,3085
TN,2006-11-01,3179
TN,2006-12-01,3803
TX,2006-01-01,14006
TX,2006-02-01,17053
TX,2006-03-01,20703
TX,2006-04-01,16786
TX,2006-05-01,19014
TX,2006-06-01,13892
TX,2006-07-01,13053
TX,2006-08-01,17327
TX,2006-09-01,13302
TX,2006-10-01,12821
TX,2006-11-01,14901
TX,2006-12-01,13851
TX,2006-01-01,15484
TX,2006-02-01,15885
TX,2006-03-01,15736
TX,2006-04-01,16143
TX,2006-05-01,15709
TX,2006-06-01,15567
