State,date,business_apps
US,2025-01-01,497030
US,2025-02-01,440230
US,2025-03-01,497911
US,2025-04-01,583054
US,2025-05-01,425867
US,2025-06-01,0
US,2025-07-01,0
US,2025-08-01,0
US,2025-09-01,0
US,2025-10-01,0
US,2025-11-01,0
US,2025-12-01,0
US,2025-01-01,393232
US,2025-02-01,426241
US,2025-03-01,453869
US,2025-04-01,449576
US,2025-05-01,446993
US,2025-06-01,0
US,2025-07-01,0
US,2025-08-01,0
US,2025-09-01,0
US,2025-10-01,0
US,2025-11-01,0
US,2025-12-01,0
NO,2025-01-01,74447
NO,2025-02-01,62733
NO,2025-03-01,71113
NO,2025-04-01,80368
NO,2025-05-01,60715
NO,2025-06-01,0
NO,2025-07-01,0
NO,2025-08-01,0
NO,2025-09-01,0
NO,2025-10-01,0
NO,2025-11-01,0
NO,2025-12-01,0
NO,2025-01-01,57153
NO,2025-02-01,62357
NO,2025-03-01,64739
NO,2025-04-01,64063
NO,2025-05-01,63992
NO,2025-06-01,0
NO,2025-07-01,0
NO,2025-08-01,0
NO,2025-09-01,0
NO,2025-10-01,0
NO,2025-11-01,0
NO,2025-12-01,0
MW,2025-01-01,81058
MW,2025-02-01,71931
MW,2025-03-01,81611
MW,2025-04-01,98561
MW,2025-05-01,70242
MW,2025-06-01,0
MW,2025-07-01,0
MW,2025-08-01,0
MW,2025-09-01,0
MW,2025-10-01,0
MW,2025-11-01,0
MW,2025-12-01,0
MW,2025-01-01,61853
MW,2025-02-01,69633
MW,2025-03-01,73388
MW,2025-04-01,74406
MW,2025-05-01,74276
MW,2025-06-01,0
MW,2025-07-01,0
MW,2025-08-01,0
MW,2025-09-01,0
MW,2025-10-01,0
MW,2025-11-01,0
MW,2025-12-01,0
SO,2025-01-01,211113
SO,2025-02-01,193540
SO,2025-03-01,215522
SO,2025-04-01,257200
SO,2025-05-01,189152
SO,2025-06-01,0
SO,2025-07-01,0
SO,2025-08-01,0
SO,2025-09-01,0
SO,2025-10-01,0
SO,2025-11-01,0
SO,2025-12-01,0
SO,2025-01-01,169865
SO,2025-02-01,184562
SO,2025-03-01,196652
SO,2025-04-01,196774
SO,2025-05-01,198443
SO,2025-06-01,0
SO,2025-07-01,0
SO,2025-08-01,0
SO,2025-09-01,0
SO,2025-10-01,0
SO,2025-11-01,0
SO,2025-12-01,0
WE,2025-01-01,130412
WE,2025-02-01,112026
WE,2025-03-01,129665
WE,2025-04-01,146925
WE,2025-05-01,105758
WE,2025-06-01,0
WE,2025-07-01,0
WE,2025-08-01,0
WE,2025-09-01,0
WE,2025-10-01,0
WE,2025-11-01,0
WE,2025-12-01,0
WE,2025-01-01,104361
WE,2025-02-01,109689
WE,2025-03-01,119090
WE,2025-04-01,114333
WE,2025-05-01,110282
WE,2025-06-01,0
WE,2025-07-01,0
WE,2025-08-01,0
WE,2025-09-01,0
WE,2025-10-01,0
WE,2025-11-01,0
WE,2025-12-01,0
AL,2025-01-01,5749
AL,2025-02-01,5218
AL,2025-03-01,5916
AL,2025-04-01,6795
AL,2025-05-01,5111
AL,2025-06-01,0
AL,2025-07-01,0
AL,2025-08-01,0
AL,2025-09-01,0
AL,2025-10-01,0
AL,2025-11-01,0
AL,2025-12-01,0
AL,2025-01-01,4040
AL,2025-02-01,4584
AL,2025-03-01,5051
AL,2025-04-01,5241
AL,2025-05-01,5406
AL,2025-06-01,0
AL,2025-07-01,0
AL,2025-08-01,0
AL,2025-09-01,0
AL,2025-10-01,0
AL,2025-11-01,0
AL,2025-12-01,0
AK,2025-01-01,869
AK,2025-02-01,770
AK,2025-03-01,1025
AK,2025-04-01,1338
AK,2025-05-01,807
AK,2025-06-01,0
AK,2025-07-01,0
AK,2025-08-01,0
AK,2025-09-01,0
AK,2025-10-01,0
AK,2025-11-01,0
AK,2025-12-01,0
AK,2025-01-01,653
AK,2025-02-01,753
AK,2025-03-01,914
AK,2025-04-01,995
AK,2025-05-01,817
AK,2025-06-01,0
AK,2025-07-01,0
AK,2025-08-01,0
AK,2025-09-01,0
AK,2025-10-01,0
AK,2025-11-01,0
AK,2025-12-01,0
AZ,2025-01-01,11676
AZ,2025-02-01,10203
AZ,2025-03-01,11077
AZ,2025-04-01,13023
AZ,2025-05-01,9566
AZ,2025-06-01,0
AZ,2025-07-01,0
AZ,2025-08-01,0
AZ,2025-09-01,0
AZ,2025-10-01,0
AZ,2025-11-01,0
AZ,2025-12-01,0
AZ,2025-01-01,9067
AZ,2025-02-01,10026
AZ,2025-03-01,10450
AZ,2025-04-01,10559
AZ,2025-05-01,10195
AZ,2025-06-01,0
AZ,2025-07-01,0
AZ,2025-08-01,0
AZ,2025-09-01,0
AZ,2025-10-01,0
AZ,2025-11-01,0
AZ,2025-12-01,0
AR,2025-01-01,2988
AR,2025-02-01,2883
AR,2025-03-01,3503
AR,2025-04-01,4051
AR,2025-05-01,2959
AR,2025-06-01,0
AR,2025-07-01,0
AR,2025-08-01,0
AR,2025-09-01,0
AR,2025-10-01,0
AR,2025-11-01,0
AR,2025-12-01,0
AR,2025-01-01,2316
AR,2025-02-01,2795
AR,2025-03-01,3181
AR,2025-04-01,3266
AR,2025-05-01,3184
AR,2025-06-01,0
AR,2025-07-01,0
AR,2025-08-01,0
AR,2025-09-01,0
AR,2025-10-01,0
AR,2025-11-01,0
AR,2025-12-01,0
CA,2025-01-01,52416
CA,2025-02-01,44079
CA,2025-03-01,50737
CA,2025-04-01,59517
CA,2025-05-01,43012
CA,2025-06-01,0
CA,2025-07-01,0
CA,2025-08-01,0
CA,2025-09-01,0
CA,2025-10-01,0
CA,2025-11-01,0
CA,2025-12-01,0
CA,2025-01-01,42842
CA,2025-02-01,43351
CA,2025-03-01,45813
CA,2025-04-01,46097
CA,2025-05-01,44050
CA,2025-06-01,0
CA,2025-07-01,0
CA,2025-08-01,0
CA,2025-09-01,0
CA,2025-10-01,0
CA,2025-11-01,0
CA,2025-12-01,0
CO,2025-01-01,13360
CO,2025-02-01,11134
CO,2025-03-01,12521
CO,2025-04-01,14629
CO,2025-05-01,11172
CO,2025-06-01,0
CO,2025-07-01,0
CO,2025-08-01,0
CO,2025-09-01,0
CO,2025-10-01,0
CO,2025-11-01,0
CO,2025-12-01,0
CO,2025-01-01,10018
CO,2025-02-01,10884
CO,2025-03-01,11715
CO,2025-04-01,11303
CO,2025-05-01,11864
CO,2025-06-01,0
CO,2025-07-01,0
CO,2025-08-01,0
CO,2025-09-01,0
CO,2025-10-01,0
CO,2025-11-01,0
CO,2025-12-01,0
CT,2025-01-01,4631
CT,2025-02-01,4077
CT,2025-03-01,4497
CT,2025-04-01,5019
CT,2025-05-01,3731
CT,2025-06-01,0
CT,2025-07-01,0
CT,2025-08-01,0
CT,2025-09-01,0
CT,2025-10-01,0
CT,2025-11-01,0
CT,2025-12-01,0
CT,2025-01-01,3540
CT,2025-02-01,3902
CT,2025-03-01,4005
CT,2025-04-01,3961
CT,2025-05-01,3929
CT,2025-06-01,0
CT,2025-07-01,0
CT,2025-08-01,0
CT,2025-09-01,0
CT,2025-10-01,0
CT,2025-11-01,0
CT,2025-12-01,0
DE,2025-01-01,5079
DE,2025-02-01,4747
DE,2025-03-01,5431
DE,2025-04-01,5928
DE,2025-05-01,4261
DE,2025-06-01,0
DE,2025-07-01,0
DE,2025-08-01,0
DE,2025-09-01,0
DE,2025-10-01,0
DE,2025-11-01,0
DE,2025-12-01,0
DE,2025-01-01,4337
DE,2025-02-01,4697
DE,2025-03-01,4937
DE,2025-04-01,4785
DE,2025-05-01,4607
DE,2025-06-01,0
DE,2025-07-01,0
DE,2025-08-01,0
DE,2025-09-01,0
DE,2025-10-01,0
DE,2025-11-01,0
DE,2025-12-01,0
DC,2025-01-01,1342
DC,2025-02-01,1227
DC,2025-03-01,1344
DC,2025-04-01,1431
DC,2025-05-01,1152
DC,2025-06-01,0
DC,2025-07-01,0
DC,2025-08-01,0
DC,2025-09-01,0
DC,2025-10-01,0
DC,2025-11-01,0
DC,2025-12-01,0
DC,2025-01-01,1083
DC,2025-02-01,1168
DC,2025-03-01,1246
DC,2025-04-01,1184
DC,2025-05-01,1231
DC,2025-06-01,0
DC,2025-07-01,0
DC,2025-08-01,0
DC,2025-09-01,0
DC,2025-10-01,0
DC,2025-11-01,0
DC,2025-12-01,0
FL,2025-01-01,52790
FL,2025-02-01,53194
FL,2025-03-01,57613
FL,2025-04-01,71299
FL,2025-05-01,49522
FL,2025-06-01,0
FL,2025-07-01,0
FL,2025-08-01,0
FL,2025-09-01,0
FL,2025-10-01,0
FL,2025-11-01,0
FL,2025-12-01,0
FL,2025-01-01,47164
FL,2025-02-01,50878
FL,2025-03-01,53526
FL,2025-04-01,51497
FL,2025-05-01,52241
FL,2025-06-01,0
FL,2025-07-01,0
FL,2025-08-01,0
FL,2025-09-01,0
FL,2025-10-01,0
FL,2025-11-01,0
FL,2025-12-01,0
GA,2025-01-01,23337
GA,2025-02-01,20165
GA,2025-03-01,22625
GA,2025-04-01,26495
GA,2025-05-01,19193
GA,2025-06-01,0
GA,2025-07-01,0
GA,2025-08-01,0
GA,2025-09-01,0
GA,2025-10-01,0
GA,2025-11-01,0
GA,2025-12-01,0
GA,2025-01-01,18256
GA,2025-02-01,18542
GA,2025-03-01,20166
GA,2025-04-01,20644
GA,2025-05-01,20139
GA,2025-06-01,0
GA,2025-07-01,0
GA,2025-08-01,0
GA,2025-09-01,0
GA,2025-10-01,0
GA,2025-11-01,0
GA,2025-12-01,0
HI,2025-01-01,1628
HI,2025-02-01,1468
HI,2025-03-01,1918
HI,2025-04-01,2281
HI,2025-05-01,1690
HI,2025-06-01,0
HI,2025-07-01,0
HI,2025-08-01,0
HI,2025-09-01,0
HI,2025-10-01,0
HI,2025-11-01,0
HI,2025-12-01,0
HI,2025-01-01,1303
HI,2025-02-01,1458
HI,2025-03-01,1809
HI,2025-04-01,1773
HI,2025-05-01,1795
HI,2025-06-01,0
HI,2025-07-01,0
HI,2025-08-01,0
HI,2025-09-01,0
HI,2025-10-01,0
HI,2025-11-01,0
HI,2025-12-01,0
ID,2025-01-01,2946
ID,2025-02-01,2916
ID,2025-03-01,2964
ID,2025-04-01,3624
ID,2025-05-01,2584
ID,2025-06-01,0
ID,2025-07-01,0
ID,2025-08-01,0
ID,2025-09-01,0
ID,2025-10-01,0
ID,2025-11-01,0
ID,2025-12-01,0
ID,2025-01-01,2336
ID,2025-02-01,2780
ID,2025-03-01,2725
ID,2025-04-01,2728
ID,2025-05-01,2692
ID,2025-06-01,0
ID,2025-07-01,0
ID,2025-08-01,0
ID,2025-09-01,0
ID,2025-10-01,0
ID,2025-11-01,0
ID,2025-12-01,0
IL,2025-01-01,15380
IL,2025-02-01,14134
IL,2025-03-01,16140
IL,2025-04-01,19948
IL,2025-05-01,13842
IL,2025-06-01,0
IL,2025-07-01,0
IL,2025-08-01,0
IL,2025-09-01,0
IL,2025-10-01,0
IL,2025-11-01,0
IL,2025-12-01,0
IL,2025-01-01,11908
IL,2025-02-01,13648
IL,2025-03-01,14338
IL,2025-04-01,14740
IL,2025-05-01,14502
IL,2025-06-01,0
IL,2025-07-01,0
IL,2025-08-01,0
IL,2025-09-01,0
IL,2025-10-01,0
IL,2025-11-01,0
IL,2025-12-01,0
IN,2025-01-01,8357
IN,2025-02-01,7274
IN,2025-03-01,8089
IN,2025-04-01,9872
IN,2025-05-01,7020
IN,2025-06-01,0
IN,2025-07-01,0
IN,2025-08-01,0
IN,2025-09-01,0
IN,2025-10-01,0
IN,2025-11-01,0
IN,2025-12-01,0
IN,2025-01-01,6353
IN,2025-02-01,7035
IN,2025-03-01,7398
IN,2025-04-01,7708
IN,2025-05-01,7593
IN,2025-06-01,0
IN,2025-07-01,0
IN,2025-08-01,0
IN,2025-09-01,0
IN,2025-10-01,0
IN,2025-11-01,0
IN,2025-12-01,0
IA,2025-01-01,3270
IA,2025-02-01,2609
IA,2025-03-01,3290
IA,2025-04-01,3560
IA,2025-05-01,2601
IA,2025-06-01,0
IA,2025-07-01,0
IA,2025-08-01,0
IA,2025-09-01,0
IA,2025-10-01,0
IA,2025-11-01,0
IA,2025-12-01,0
IA,2025-01-01,2495
IA,2025-02-01,2560
IA,2025-03-01,3044
IA,2025-04-01,2766
IA,2025-05-01,2760
IA,2025-06-01,0
IA,2025-07-01,0
IA,2025-08-01,0
IA,2025-09-01,0
IA,2025-10-01,0
IA,2025-11-01,0
IA,2025-12-01,0
KS,2025-01-01,3051
KS,2025-02-01,2633
KS,2025-03-01,3126
KS,2025-04-01,3673
KS,2025-05-01,2677
KS,2025-06-01,0
KS,2025-07-01,0
KS,2025-08-01,0
KS,2025-09-01,0
KS,2025-10-01,0
KS,2025-11-01,0
KS,2025-12-01,0
KS,2025-01-01,2243
KS,2025-02-01,2541
KS,2025-03-01,2979
KS,2025-04-01,2921
KS,2025-05-01,2855
KS,2025-06-01,0
KS,2025-07-01,0
KS,2025-08-01,0
KS,2025-09-01,0
KS,2025-10-01,0
KS,2025-11-01,0
KS,2025-12-01,0
KY,2025-01-01,4761
KY,2025-02-01,4137
KY,2025-03-01,4902
KY,2025-04-01,6224
KY,2025-05-01,4612
KY,2025-06-01,0
KY,2025-07-01,0
KY,2025-08-01,0
KY,2025-09-01,0
KY,2025-10-01,0
KY,2025-11-01,0
KY,2025-12-01,0
KY,2025-01-01,3520
KY,2025-02-01,4054
KY,2025-03-01,4449
KY,2025-04-01,4904
KY,2025-05-01,4734
KY,2025-06-01,0
KY,2025-07-01,0
KY,2025-08-01,0
KY,2025-09-01,0
KY,2025-10-01,0
KY,2025-11-01,0
KY,2025-12-01,0
LA,2025-01-01,5962
LA,2025-02-01,5854
LA,2025-03-01,6299
LA,2025-04-01,7293
LA,2025-05-01,5400
LA,2025-06-01,0
LA,2025-07-01,0
LA,2025-08-01,0
LA,2025-09-01,0
LA,2025-10-01,0
LA,2025-11-01,0
LA,2025-12-01,0
LA,2025-01-01,4595
LA,2025-02-01,5333
LA,2025-03-01,5568
LA,2025-04-01,5487
LA,2025-05-01,5605
LA,2025-06-01,0
LA,2025-07-01,0
LA,2025-08-01,0
LA,2025-09-01,0
LA,2025-10-01,0
LA,2025-11-01,0
LA,2025-12-01,0
ME,2025-01-01,1439
ME,2025-02-01,1086
ME,2025-03-01,1372
ME,2025-04-01,1594
ME,2025-05-01,1158
ME,2025-06-01,0
ME,2025-07-01,0
ME,2025-08-01,0
ME,2025-09-01,0
ME,2025-10-01,0
ME,2025-11-01,0
ME,2025-12-01,0
ME,2025-01-01,1150
ME,2025-02-01,1106
ME,2025-03-01,1220
ME,2025-04-01,1229
ME,2025-05-01,1205
ME,2025-06-01,0
ME,2025-07-01,0
ME,2025-08-01,0
ME,2025-09-01,0
ME,2025-10-01,0
ME,2025-11-01,0
ME,2025-12-01,0
MD,2025-01-01,8657
MD,2025-02-01,8134
MD,2025-03-01,8762
MD,2025-04-01,10323
MD,2025-05-01,7863
MD,2025-06-01,0
MD,2025-07-01,0
MD,2025-08-01,0
MD,2025-09-01,0
MD,2025-10-01,0
MD,2025-11-01,0
MD,2025-12-01,0
MD,2025-01-01,6906
MD,2025-02-01,7759
MD,2025-03-01,8047
MD,2025-04-01,7975
MD,2025-05-01,8359
MD,2025-06-01,0
MD,2025-07-01,0
MD,2025-08-01,0
MD,2025-09-01,0
MD,2025-10-01,0
MD,2025-11-01,0
MD,2025-12-01,0
MA,2025-01-01,7616
MA,2025-02-01,6215
MA,2025-03-01,7082
MA,2025-04-01,7970
MA,2025-05-01,6092
MA,2025-06-01,0
MA,2025-07-01,0
MA,2025-08-01,0
MA,2025-09-01,0
MA,2025-10-01,0
MA,2025-11-01,0
MA,2025-12-01,0
MA,2025-01-01,5773
MA,2025-02-01,6143
MA,2025-03-01,6420
MA,2025-04-01,6206
MA,2025-05-01,6262
MA,2025-06-01,0
MA,2025-07-01,0
MA,2025-08-01,0
MA,2025-09-01,0
MA,2025-10-01,0
MA,2025-11-01,0
MA,2025-12-01,0
MI,2025-01-01,12798
MI,2025-02-01,12098
MI,2025-03-01,12763
MI,2025-04-01,16121
MI,2025-05-01,11089
MI,2025-06-01,0
MI,2025-07-01,0
MI,2025-08-01,0
MI,2025-09-01,0
MI,2025-10-01,0
MI,2025-11-01,0
MI,2025-12-01,0
MI,2025-01-01,9947
MI,2025-02-01,11350
MI,2025-03-01,11293
MI,2025-04-01,11788
MI,2025-05-01,11501
MI,2025-06-01,0
MI,2025-07-01,0
MI,2025-08-01,0
MI,2025-09-01,0
MI,2025-10-01,0
MI,2025-11-01,0
MI,2025-12-01,0
MN,2025-01-01,6572
MN,2025-02-01,5550
MN,2025-03-01,7060
MN,2025-04-01,7480
MN,2025-05-01,5259
MN,2025-06-01,0
MN,2025-07-01,0
MN,2025-08-01,0
MN,2025-09-01,0
MN,2025-10-01,0
MN,2025-11-01,0
MN,2025-12-01,0
MN,2025-01-01,5024
MN,2025-02-01,5548
MN,2025-03-01,6260
MN,2025-04-01,5784
MN,2025-05-01,5663
MN,2025-06-01,0
MN,2025-07-01,0
MN,2025-08-01,0
MN,2025-09-01,0
MN,2025-10-01,0
MN,2025-11-01,0
MN,2025-12-01,0
MS,2025-01-01,4340
MS,2025-02-01,3911
MS,2025-03-01,4576
MS,2025-04-01,5219
MS,2025-05-01,3621
MS,2025-06-01,0
MS,2025-07-01,0
MS,2025-08-01,0
MS,2025-09-01,0
MS,2025-10-01,0
MS,2025-11-01,0
MS,2025-12-01,0
MS,2025-01-01,3277
MS,2025-02-01,3656
MS,2025-03-01,4022
MS,2025-04-01,3867
MS,2025-05-01,3933
MS,2025-06-01,0
MS,2025-07-01,0
MS,2025-08-01,0
MS,2025-09-01,0
MS,2025-10-01,0
MS,2025-11-01,0
MS,2025-12-01,0
MO,2025-01-01,8003
MO,2025-02-01,6837
MO,2025-03-01,8234
MO,2025-04-01,9416
MO,2025-05-01,7063
MO,2025-06-01,0
MO,2025-07-01,0
MO,2025-08-01,0
MO,2025-09-01,0
MO,2025-10-01,0
MO,2025-11-01,0
MO,2025-12-01,0
MO,2025-01-01,6067
MO,2025-02-01,6841
MO,2025-03-01,7444
MO,2025-04-01,7407
MO,2025-05-01,7336
MO,2025-06-01,0
MO,2025-07-01,0
MO,2025-08-01,0
MO,2025-09-01,0
MO,2025-10-01,0
MO,2025-11-01,0
MO,2025-12-01,0
MT,2025-01-01,2859
MT,2025-02-01,2234
MT,2025-03-01,2679
MT,2025-04-01,3088
MT,2025-05-01,2074
MT,2025-06-01,0
MT,2025-07-01,0
MT,2025-08-01,0
MT,2025-09-01,0
MT,2025-10-01,0
MT,2025-11-01,0
MT,2025-12-01,0
MT,2025-01-01,2119
MT,2025-02-01,2120
MT,2025-03-01,2494
MT,2025-04-01,2373
MT,2025-05-01,2271
MT,2025-06-01,0
MT,2025-07-01,0
MT,2025-08-01,0
MT,2025-09-01,0
MT,2025-10-01,0
MT,2025-11-01,0
MT,2025-12-01,0
NE,2025-01-01,2029
NE,2025-02-01,1666
NE,2025-03-01,1959
NE,2025-04-01,2251
NE,2025-05-01,1679
NE,2025-06-01,0
NE,2025-07-01,0
NE,2025-08-01,0
NE,2025-09-01,0
NE,2025-10-01,0
NE,2025-11-01,0
NE,2025-12-01,0
NE,2025-01-01,1522
NE,2025-02-01,1645
NE,2025-03-01,1768
NE,2025-04-01,1773
NE,2025-05-01,1796
NE,2025-06-01,0
NE,2025-07-01,0
NE,2025-08-01,0
NE,2025-09-01,0
NE,2025-10-01,0
NE,2025-11-01,0
NE,2025-12-01,0
NV,2025-01-01,5978
NV,2025-02-01,5072
NV,2025-03-01,5751
NV,2025-04-01,6731
NV,2025-05-01,4702
NV,2025-06-01,0
NV,2025-07-01,0
NV,2025-08-01,0
NV,2025-09-01,0
NV,2025-10-01,0
NV,2025-11-01,0
NV,2025-12-01,0
NV,2025-01-01,4725
NV,2025-02-01,4994
NV,2025-03-01,5239
NV,2025-04-01,5304
NV,2025-05-01,5086
NV,2025-06-01,0
NV,2025-07-01,0
NV,2025-08-01,0
NV,2025-09-01,0
NV,2025-10-01,0
NV,2025-11-01,0
NV,2025-12-01,0
NH,2025-01-01,1486
NH,2025-02-01,1250
NH,2025-03-01,1486
NH,2025-04-01,1598
NH,2025-05-01,1330
NH,2025-06-01,0
NH,2025-07-01,0
NH,2025-08-01,0
NH,2025-09-01,0
NH,2025-10-01,0
NH,2025-11-01,0
NH,2025-12-01,0
NH,2025-01-01,1161
NH,2025-02-01,1318
NH,2025-03-01,1354
NH,2025-04-01,1303
NH,2025-05-01,1380
NH,2025-06-01,0
NH,2025-07-01,0
NH,2025-08-01,0
NH,2025-09-01,0
NH,2025-10-01,0
NH,2025-11-01,0
NH,2025-12-01,0
NJ,2025-01-01,15132
NJ,2025-02-01,13048
NJ,2025-03-01,14109
NJ,2025-04-01,16236
NJ,2025-05-01,12320
NJ,2025-06-01,0
NJ,2025-07-01,0
NJ,2025-08-01,0
NJ,2025-09-01,0
NJ,2025-10-01,0
NJ,2025-11-01,0
NJ,2025-12-01,0
NJ,2025-01-01,11574
NJ,2025-02-01,12637
NJ,2025-03-01,12958
NJ,2025-04-01,13073
NJ,2025-05-01,13110
NJ,2025-06-01,0
NJ,2025-07-01,0
NJ,2025-08-01,0
NJ,2025-09-01,0
NJ,2025-10-01,0
NJ,2025-11-01,0
NJ,2025-12-01,0
NM,2025-01-01,2859
NM,2025-02-01,2991
NM,2025-03-01,3340
NM,2025-04-01,4110
NM,2025-05-01,2794
NM,2025-06-01,0
NM,2025-07-01,0
NM,2025-08-01,0
NM,2025-09-01,0
NM,2025-10-01,0
NM,2025-11-01,0
NM,2025-12-01,0
NM,2025-01-01,2314
NM,2025-02-01,2898
NM,2025-03-01,3077
NM,2025-04-01,3248
NM,2025-05-01,3024
NM,2025-06-01,0
NM,2025-07-01,0
NM,2025-08-01,0
NM,2025-09-01,0
NM,2025-10-01,0
NM,2025-11-01,0
NM,2025-12-01,0
NY,2025-01-01,28043
NY,2025-02-01,23748
NY,2025-03-01,26908
NY,2025-04-01,30043
NY,2025-05-01,23122
NY,2025-06-01,0
NY,2025-07-01,0
NY,2025-08-01,0
NY,2025-09-01,0
NY,2025-10-01,0
NY,2025-11-01,0
NY,2025-12-01,0
NY,2025-01-01,21497
NY,2025-02-01,23795
NY,2025-03-01,24817
NY,2025-04-01,24731
NY,2025-05-01,24497
NY,2025-06-01,0
NY,2025-07-01,0
NY,2025-08-01,0
NY,2025-09-01,0
NY,2025-10-01,0
NY,2025-11-01,0
NY,2025-12-01,0
NC,2025-01-01,15272
NC,2025-02-01,12819
NC,2025-03-01,13643
NC,2025-04-01,17941
NC,2025-05-01,13843
NC,2025-06-01,0
NC,2025-07-01,0
NC,2025-08-01,0
NC,2025-09-01,0
NC,2025-10-01,0
NC,2025-11-01,0
NC,2025-12-01,0
NC,2025-01-01,11647
NC,2025-02-01,12313
NC,2025-03-01,12811
NC,2025-04-01,14702
NC,2025-05-01,14310
NC,2025-06-01,0
NC,2025-07-01,0
NC,2025-08-01,0
NC,2025-09-01,0
NC,2025-10-01,0
NC,2025-11-01,0
NC,2025-12-01,0
ND,2025-01-01,789
ND,2025-02-01,724
ND,2025-03-01,869
ND,2025-04-01,941
ND,2025-05-01,741
ND,2025-06-01,0
ND,2025-07-01,0
ND,2025-08-01,0
ND,2025-09-01,0
ND,2025-10-01,0
ND,2025-11-01,0
ND,2025-12-01,0
ND,2025-01-01,579
ND,2025-02-01,713
ND,2025-03-01,730
ND,2025-04-01,712
ND,2025-05-01,753
ND,2025-06-01,0
ND,2025-07-01,0
ND,2025-08-01,0
ND,2025-09-01,0
ND,2025-10-01,0
ND,2025-11-01,0
ND,2025-12-01,0
OH,2025-01-01,13743
OH,2025-02-01,12349
OH,2025-03-01,13190
OH,2025-04-01,17010
OH,2025-05-01,12265
OH,2025-06-01,0
OH,2025-07-01,0
OH,2025-08-01,0
OH,2025-09-01,0
OH,2025-10-01,0
OH,2025-11-01,0
OH,2025-12-01,0
OH,2025-01-01,10401
OH,2025-02-01,11844
OH,2025-03-01,11929
OH,2025-04-01,12549
OH,2025-05-01,13320
OH,2025-06-01,0
OH,2025-07-01,0
OH,2025-08-01,0
OH,2025-09-01,0
OH,2025-10-01,0
OH,2025-11-01,0
OH,2025-12-01,0
OK,2025-01-01,5078
OK,2025-02-01,4261
OK,2025-03-01,5431
OK,2025-04-01,5962
OK,2025-05-01,4232
OK,2025-06-01,0
OK,2025-07-01,0
OK,2025-08-01,0
OK,2025-09-01,0
OK,2025-10-01,0
OK,2025-11-01,0
OK,2025-12-01,0
OK,2025-01-01,4013
OK,2025-02-01,4344
OK,2025-03-01,4973
OK,2025-04-01,4674
OK,2025-05-01,4524
OK,2025-06-01,0
OK,2025-07-01,0
OK,2025-08-01,0
OK,2025-09-01,0
OK,2025-10-01,0
OK,2025-11-01,0
OK,2025-12-01,0
OR,2025-01-01,5923
OR,2025-02-01,4664
OR,2025-03-01,6946
OR,2025-04-01,8115
OR,2025-05-01,5744
OR,2025-06-01,0
OR,2025-07-01,0
OR,2025-08-01,0
OR,2025-09-01,0
OR,2025-10-01,0
OR,2025-11-01,0
OR,2025-12-01,0
OR,2025-01-01,4441
OR,2025-02-01,4430
OR,2025-03-01,6479
OR,2025-04-01,6416
OR,2025-05-01,5949
OR,2025-06-01,0
OR,2025-07-01,0
OR,2025-08-01,0
OR,2025-09-01,0
OR,2025-10-01,0
OR,2025-11-01,0
OR,2025-12-01,0
PA,2025-01-01,14128
PA,2025-02-01,11786
PA,2025-03-01,13887
PA,2025-04-01,15884
PA,2025-05-01,11445
PA,2025-06-01,0
PA,2025-07-01,0
PA,2025-08-01,0
PA,2025-09-01,0
PA,2025-10-01,0
PA,2025-11-01,0
PA,2025-12-01,0
PA,2025-01-01,11010
PA,2025-02-01,11929
PA,2025-03-01,12420
PA,2025-04-01,12000
PA,2025-05-01,12034
PA,2025-06-01,0
PA,2025-07-01,0
PA,2025-08-01,0
PA,2025-09-01,0
PA,2025-10-01,0
PA,2025-11-01,0
PA,2025-12-01,0
RI,2025-01-01,1211
RI,2025-02-01,940
RI,2025-03-01,1068
RI,2025-04-01,1199
RI,2025-05-01,889
RI,2025-06-01,0
RI,2025-07-01,0
RI,2025-08-01,0
RI,2025-09-01,0
RI,2025-10-01,0
RI,2025-11-01,0
RI,2025-12-01,0
RI,2025-01-01,884
RI,2025-02-01,941
RI,2025-03-01,923
RI,2025-04-01,940
RI,2025-05-01,934
RI,2025-06-01,0
RI,2025-07-01,0
RI,2025-08-01,0
RI,2025-09-01,0
RI,2025-10-01,0
RI,2025-11-01,0
RI,2025-12-01,0
SC,2025-01-01,8491
SC,2025-02-01,7533
SC,2025-03-01,7678
SC,2025-04-01,9502
SC,2025-05-01,7033
SC,2025-06-01,0
SC,2025-07-01,0
SC,2025-08-01,0
SC,2025-09-01,0
SC,2025-10-01,0
SC,2025-11-01,0
SC,2025-12-01,0
SC,2025-01-01,6447
SC,2025-02-01,6978
SC,2025-03-01,7064
SC,2025-04-01,7468
SC,2025-05-01,7207
SC,2025-06-01,0
SC,2025-07-01,0
SC,2025-08-01,0
SC,2025-09-01,0
SC,2025-10-01,0
SC,2025-11-01,0
SC,2025-12-01,0
SD,2025-01-01,1132
SD,2025-02-01,965
SD,2025-03-01,1110
SD,2025-04-01,1203
SD,2025-05-01,871
SD,2025-06-01,0
SD,2025-07-01,0
SD,2025-08-01,0
SD,2025-09-01,0
SD,2025-10-01,0
SD,2025-11-01,0
SD,2025-12-01,0
SD,2025-01-01,838
SD,2025-02-01,957
SD,2025-03-01,988
SD,2025-04-01,969
SD,2025-05-01,936
SD,2025-06-01,0
SD,2025-07-01,0
SD,2025-08-01,0
SD,2025-09-01,0
SD,2025-10-01,0
SD,2025-11-01,0
